decimalLatitude,decimalLongitude,eventDate,scientificName,taxonConceptID,recordID,dataResourceName,occurrenceStatus
-37.179,147.945,2023-03-02T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,23cd11da-f8fe-469d-916e-d50d2bb739c2,Museums Victoria provider for OZCAM,PRESENT
-37.179,147.945,2023-03-06T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,88e0695d-4375-4520-9d79-2877a61d1f16,Museums Victoria provider for OZCAM,PRESENT
-37.179,147.945,2023-03-21T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,f4d6a47b-3cec-4394-94c8-f54dc5e1d416,Museums Victoria provider for OZCAM,PRESENT
-37.179,147.945,2023-03-01T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,b3ffb7b8-8915-48dc-be74-a475f0dd6245,Museums Victoria provider for OZCAM,PRESENT
-37.1769,147.95,2023-03-01T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,2ede679c-fe5d-4da2-9401-c8ae6c40ae42,Museums Victoria provider for OZCAM,PRESENT
-37.1759,147.946,2023-03-10T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,69e32904-e9c4-4bfa-bcbc-9e15b64a0052,Museums Victoria provider for OZCAM,PRESENT
-37.1759,147.946,2023-03-03T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,4ec29fbf-7300-408e-994b-7618dc6b08ef,Museums Victoria provider for OZCAM,PRESENT
-37.1759,147.946,2023-03-05T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,6c90fbbf-5aaf-4238-b372-57fef0012e7e,Museums Victoria provider for OZCAM,PRESENT
-37.1734,146.9762,1978-04-14T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,0b9eb2d9-6931-4999-9019-475040852810,Victorian Biodiversity Atlas,PRESENT
-37.1663,147.4088,2011-09-07T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,36b0a1b4-5609-4ad0-b3d8-d2db1b4207bf,Victorian Biodiversity Atlas,PRESENT
-37.1642,147.8972,2004-05-05T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,a8a5c961-4cbb-4ca3-9f85-2459e0468edc,Victorian Biodiversity Atlas,PRESENT
-37.1556,147.95,2023-03-06T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,e3528fb3-797b-453a-900c-4cd8d7f89f75,Museums Victoria provider for OZCAM,PRESENT
-37.154981,147.955027,2018-01-28T13:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,3549d369-49cd-48b0-b862-b08496ba33c5,ALA species sightings and OzAtlas,PRESENT
-37.1527,147.956,2023-03-04T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,a5b24d37-af28-463f-b3a8-7c7aa6d22a21,Museums Victoria provider for OZCAM,PRESENT
-37.1527,147.956,2023-03-10T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,b690c982-0a75-4211-b8e6-8cf3296beea0,Museums Victoria provider for OZCAM,PRESENT
-37.1527,147.956,2023-03-14T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,73a91967-267f-4f5c-b06c-57bbb0b315ea,Museums Victoria provider for OZCAM,PRESENT
-37.1527,147.956,2023-03-08T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,43da0f41-59e0-48ed-bdb2-a3c12487b28b,Museums Victoria provider for OZCAM,PRESENT
-37.1527,147.956,2023-03-09T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,6795561f-d028-4a08-9fa8-2a286b279968,Museums Victoria provider for OZCAM,PRESENT
-37.1527,147.956,2023-03-02T00:00:00Z,Equus (Equus) caballus,https://biodiversity.org.au/afd/taxa/86b4395d-97a7-470d-b35b-306e01dfbab6,eafa45c5-dde0-4389-8fbb-4bbb0e496002,Museums Victoria provider for OZCAM,PRESENT
